symbol,name
MERGE,Merge
SBT,SOLBIT
UCX,UCX
MODEX,Modex
DEXA,DEXA COIN
BNKR,Bankroll Network
AET,Aerotoken
GRG,RigoBlock
MDM,Medium
JDC,JD Coin
KUV,Kuverit
DAI,Dai
TRB,Tellor
CKB,Nervos Network
LCX,LCX
ZYN,Zynecoin
FCT,FirmaChain
CXC,CAPITAL X CELL
MAP,MAP Protocol
BIP,Minter Network
EXM,EXMO Coin
WOW,Wownero
PEG,PegNet
DMTC,Demeter Chain
MACH,MACH Project
ARDX,ArdCoin
XIO,Blockzero Labs
SCAP,SafeCapital
VAULT,VAULT
ARX,ARCS
TROY,TROY
ALY,ALLY
HEX,HEX
INNBC,Innovative Bioresearch Coin
ALLBI,ALL BEST ICO
JADE,Jade Currency
OXT,Orchid
MWC,MimbleWimbleCoin
KSM,Kusama
CASH,Litecash
STM,Streamity
VRSC,VerusCoin
ANK,Apple Network
XNC,XeniosCoin
BEPRO,BEPRO Network
MON,MoneyByte
MAX,MAX Exchange Token
XTN,Neutrino Index
XTP,Tap
RKN,Rakon
THE,THENODE
APM,apM Coin
CUR,Curio
PLF,PlayFuel
UPI,Pawtocol
GUAP,Guapcoin
IPX,Tachyon Protocol
FRED,FRED Energy
SURE,inSure DeFi
CNB,Coinsbit Token
KRT,TerraKRW
OGN,Origin Protocol
SOC,Soda Coin
HTDF,Orient Walt
KTT,K-Tune
TUSC,The Universal Settlement Coin
UNIS,Universe Coin
AfroX,AfroDex
DMS,Documentchain
EVT,EXVA
BKK,BKEX Chain
NYZO,Nyzo
WEST,Waves Enterprise
DUN,Dune Network
WRX,WazirX
EDI,Freight Trust & Clearing Network
BXC,Bitcoin Classic
PYRO,PYRO Network
BUX,Buxcoin
BTCV,Bitcoin Vault
XAUT,Tether Gold
CLX,Celeum
TRYB,BiLira
BTCP,Bitcoin Pro
KOK,KOK
JRT,Jarvis Network
AK12,AK12
FLEX,FLEX
CTC,Creditcoin
GLEEC,Gleec Coin
PMGT,Perth Mint Gold Token
R2R,CitiOs
WPX,Wallet Plus X
PHT,Phoneum
USDB,USD Bancor
XQC,QURAS
HNS,Handshake
JUV,Juventus Fan Token
BAR,FC Barcelona Fan Token
PSG,Paris Saint-Germain Fan Token
ATM,Atletico De Madrid Fan Token
GAL,Galatasaray Fan Token
ASR,AS Roma Fan Token
WCC,WinCash
DNA,Metaverse Dualchain Network Architecture
KEMA,Kemacoin
VX,ViteX Coin
HEBE,HebeBlock
HUSL,The Hustle App
APIX,APIX
CDAI,Compound Dai
CUSDC,Compound USD Coin
MLK,MiL.k
QBZ,QUEENBEE
EWT,Energy Web Token
EDG,Edgeware
PCI,Paycoin
SNB,SynchroBitcoin
SOLO,Sologenic
KMW,Kepler Network
ZTC,Zent Cash
HDAO,HyperDAO
INEX,Inex Project
BTSE,BTSE
OG,OG Fan Token
CTCN,CONTRACOIN
BONO,Bonorum
ORC,Orbit Chain
WOM,WOM Protocol
ULT,Shardus
CNX,Cofinex
HMR,Homeros
iOWN,iOWN Token
CUBE,Somnium Space Cubes
FSC,Five Star Coin
XPR,Proton
PEAK,PEAKDEFI
CPAY,Chainpay
IBS,IBStoken
XLPG,StellarPayGlobal
HTA,Historia
GTX,GoalTime N
HIVE,Hive
HBD,Hive Dollar
HUNT,HUNT
EL,ELYSIA
B1P,B ONE PAYMENT
SCOP,Scopuly
CTT,Castweet
TLW,TILWIKI
CHG,Charg Coin
CLT,CoinLoan
BTCR,Bitcurate
KDG,KingdomStarter
FOUR,4THPILLAR TECHNOLOGIES
PRQ,PARSIQ
SONO,SonoCoin
DSLA,DSLA Protocol
SEFA,Mesefa
SOL,Solana
DEP,DEAPcoin
MLR,Mega Lottery Services Global
pBTC,pTokens BTC
EPIC,Epic Cash
BIZZ,BIZZCOIN
CTSI,Cartesi
LBK,LBK
USDJ,USDJ
BEER,Beer Money
WBX,WiBX
KAI,KardiaChain
TREX,Trexcoin
ACOIN,Alchemy
ISIKC,Isiklar Coin
AMA,AMATEN
GHOST,Ghost
CRDT,CRDT
XXA,Ixinium
GHOST,GHOSTPRISM
ECU,ECOSC
UCA,UCA Coin
BALI,Bali Coin
BASIC,BASIC
CCXX,CCX
JACK,Jack Token
BET,EarnBet
JST,JUST
LBXC,Lux Bio Cell
ALG,Algory Project
CHFT,Crypto Holding Frank Token
TTT,The Transfer Token
LOA,LOA Protocol
TOR,Torex
MARTK,Martkist
EZY,EzyStayz
SENSO,SENSO
TNC,TNC Coin
ASY,ASYAGRO
KEYT,REBIT
SKC,SKINCHAIN
AG8,AtromG8
GLDY,Buzzshow
VRO,VeraOne
CHI,Xaya
BVOL,1x Long Bitcoin Implied Volatility Token
ALN,Aluna.Social
NFXC,NFX Coin
MASS,Massnet
HTR,Hathor
ICH,Idea Chain Coin
CBC,CryptoBharatCoin
KEEP,Keep Network
CELO,Celo
LSV,Litecoin SV
LEVELG,LEVELG
IDK,IDK
HAI,Hacken Token
2KEY,2key.network
DXD,DXdao
GEO,GeoDB
PYRK,Pyrk
MCC,MultiCoinCasino
XTRM,XTRM COIN
ATT,Attila
STAKE,STAKE
SCRT,Secret
BTCUP,BTCUP
BTCDOWN,BTCDOWN
ZASH,ZIMBOCASH
SSX,SOMESING
ZLW,Zelwin
MATH,MATH
UMA,UMA
DAWN,Dawn Protocol
EXE,8X8 PROTOCOL
SKI,Skillchain
LYXe,LUKSO
KDAG,King DAG
VARC,VARC
WGRT,WaykiChain Governance Coin
ORN,Orion Protocol
AR,Arweave
UCM,UCROWDME
FUSE,Fuse
PXP,PointPay
BBC,Blue Baikal
KDA,Kadena
BNOX,BlockNoteX
CBET,CryptoBet
XANK,Xank
SYLO,Sylo
HNT,Helium
BGL,Bitgesell
EYES,EYES Protocol
PHNX,PhoenixDAO
IZE,IZE
VECT,Vectorium
RNDR,Render Token
SKL,SKALE
COMP,Compound
DDRT,DigiDinar Token
GM,GM Holding
MNS,MONNOS
TXAU,tGOLD
FNX,FinNexus
RVC,Ravencoin Classic
SORA,SorachanCoin
BAL,Balancer
BTCHG,BITCOINHEDGE
DMG,DMM: Governance
CBAT,Compound Basic Attention Token
CZRX,Compound 0x
CWBTC,Compound Wrapped BTC
CUSDT,Compound USDT
CREP,Compound Augur
MUSD,mStable USD
MTA,mStable Governance Token: Meta (MTA)
ATUSD,Aave TUSD
ALINK,Aave LINK
ASNX,Aave SNX
AMKR,Aave MKR
ABAT,Aave BAT
ABUSD,Aave BUSD
ADAI,Aave DAI
SBTC,sBTC
SETH,sETH
RDAI,rDAI
OKS,Oikos
TBTC,tBTC
RENBTC,renBTC
YSR,Ystar
CBP,CashBackPro
BSY,Bestay
STP,STPAY
BNA,Bananatok
PNT,pNetwork
DRS,Doctors Coin
RING,Darwinia Network
TRCL,Treecle
XOR,SORA
DFI,DeFiChain
AVAX,Avalanche
CAP,Cap
BZRX,bZx Protocol
BPS,BitcoinPoS
REW,Rewardiqa
OMC,Ormeus Cash
ALEPH,Aleph.im
SLP,Smooth Love Potion
VN,VN Token
SWAP,TrustSwap
ASKO,ASKO
ADD,Add.xyz
DEC,Decentr
IDNA,Idena
DRM,DoDreamChain
GOM2,AnimalGo
INX,Insight Protocol
NEST,NEST Protocol
XGM,Defis
FMA,FLAMA
QANX,QANplatform
YFI,yearn.finance
FIO,FIO Protocol
DEXT,DEXTools
NAX,NextDAO
RARI,Rarible
PROPS,Props Token
FIS,StaFi
ECU,Decurian
RWN,Rowan Token
ANY,Anyswap
FRONT,Frontier
DYT,DoYourTip
CSPR,Casper
DDR,DigiDinar
DVC,DragonVein
NVT,NerveNetwork
DKA,dKargo
4ART,4ART Coin
INTX,Intexcoin
AIM,ModiHost
MTRG,Meter Governance
SWINGBY,Swingby
PAN,Pantos
PKOIN,Pkoin
ZOOM,CoinZoom
KTON,Darwinia Commitment Token
KARMA,Karma DAO
WNXM,Wrapped NXM
TEM,Temtum
TPT,TokenPocket
UHP,Ulgen Hash Power
FME,FME
MCB,MUX Protocol
YFII,DFI.Money
CNS,Centric Swap
TWT,Trust Wallet Token
STC,Student Coin
LIMEX,Limestone Network
BNS,BNS Token
DEV,Dev Protocol
SHIB,Shiba Inu
XT,XT.com Token
GOLD,Gold Cash
DGMT,DigiMax DGMT
CNTM,Connectome
ADABEAR,3X Short Cardano Token
888,888tron
MNR,Mineral
HPX,HUPAYX
ASM,Assemble Protocol
LINKBEAR,3X Short Chainlink Token
EHRT,Eight Hours
ECOIN,Ecoin official
BPLC,BlackPearl Token
BITO,BitoPro Exchange Token
BYTE,BTC Network Demand Set II
ETH20SMACO,ETH 20 Day MA Crossover Set
ETHMACOAPY,ETH 20 Day MA Crossover Yield Set
ZYX,ZYX
DIA,DIA
ETHBTCRSI,ETH/BTC RSI Ratio Trading Set
LINKETHPA,ETH/LINK Price Action Candlestick Set
ETHPA,ETH Price Action Candlestick Set
ETHRSI6040,ETH RSI 60/40 Crossover Set
INTRATIO,Intelligent Ratio Set
DONUT,Donut
LINKETHRSI,LINK/ETH RSI Ratio Trading Set
LINKPT,LINK Profit Taker Set
MOBIC,Mobility Coin
SNN,SeChain
SUKU,Suku
SRM,Serum
CREAM,Cream Finance
GEEQ,Geeq
TRADE,Unitrade
SPH,Spheroid Universe
SAND,The Sandbox
DION,Dionpay
GAT,Global AEX Token
AXEL,AXEL
ARCONA,Arcona
BXA,Blockchain Exchange Alliance
MCLB,Millennium Club Coin
XFT,Offshift (old)
TMED,MDsquare
PIE,DeFiPie
SG,SocialGood
COAL,Coalculus
ZIK,Ziktalk
BERRY,Berry
JT,Jubi Token
DEC,Dark Energy Crystals
BLY,Blocery
POL,Proof Of Liquidity
LKN,LinkCoin Token
TUNE,TUNE TOKEN
MXW,Maxonrow
ASTA,ASTA
BTSC,BTS Chain
YT,Cherry Token
AGA,AGA Token
MINI,MiniSwap
YFL,YF Link
FLL,Feellike
EVZ,Electric Vehicle Zone
FX1,FANZY
FSHN,Fashion Coin
FSCC,Fisco Coin
GTF,GLOBALTRUSTFUND TOKEN
PERX,PeerEx
HIBS,Hiblocks
JUR,Jur
ITAM,ITAM Games
KSC,KStarCoin
MTC,Metacoin
TFT,ThreeFold
DICE,TRONbetDice
KLP,Kulupu
STRONG,Strong
HOPR,HOPR
NDAU,Ndau
NEAR,NEAR Protocol
OM,MANTRA
RFUEL,RioDeFi
CRV,Curve DAO Token
YAM,YAM V1
HBDC,happy birthday coin
BRTR,Barter
GHX,GamerCoin
XAG,Xrpalike Gene
VIG,VIG
SPORTS,ZenSports
TBT,TideBit Token
ENG,Endless Board Game
DIP,Etherisc DIP Token
SBET,SBET
MEME,Degenerator Meme
ANG,Aureus Nummus Gold
XFUEL,XFUEL
MXT,MixTrust
DCNTR,Decentrahub Coin
DDIM,DuckDaoDime
HAKKA,Hakka.Finance
IBP,Innovation Blockchain Payment
SPIZ,SPACE-iZ
MTR,Meter Stable
DOT,Polkadot
LAYER,UniLayer
AHT,AhaToken
CAT,Cat Token
NFT,NFT
USDX,USDX [Kava]
USDF,FolgoryUSD
KSS,Krosscoin
GRAP,GRAP
LGCY,LGCY Network
XIOT,Xiotri
CREDIT,PROXI
CVP,PowerPool
AXIS,Axis DeFi
WHALE,WHALE
DIGEX,Digex
POX,Pollux Coin
DEXG,Dextoken
NEWTON,Newtonium
OCP,OC Protocol
TIIM,TriipMiles
BUY,Burency
JBX,JBOX
LIEN,Lien
VIDYA,Vidya
LIBFX,Libfx
SPA,Sperax
GRT,The Graph
KLV,Klever
RSV,Reserve
TON,Tokamak Network
DON,Deonex Token
XLT,Nexalt
ONIT,ONBUFF
SALE,DxSale.Network
FSW,Falconswap
CHAIN,Chain Games
CRU,Crust Network
CFG,Centrifuge
HDX,HydraDX
PSWAP,Polkaswap
ACA,Acala Token
SUSHI,SushiSwap
ESTI,Easticoin
ESRC,ESR Coin
STOP,Satopay Network
DHX,DataHighway
FXC,FUTUREXCRYPTO
DIP,Dipper Network
EQ,Equilibrium
AXS,Axie Infinity
BCUG,Blockchain Cuties Universe Governance
TRIX,TriumphX
MQL,MiraQle
CYCLUB,Cyclub
EPS,Epanus
PEARL,Pearl
KILT,KILT Protocol
LIT,Litentry
GLMR,Moonbeam
NODL,Nodle
PHA,Phala Network
RAD,Radicle
ADEL,Akropolis Delphi
BIDR,BIDR
BID,DeFi Bids
FARM,Harvest Finance
CHART,ChartEx
CRP,Crypton
TAI,TAI
STA,STABLE ASSET
SHARE,Seigniorage Shares
OCB,BLOCKMAX
OIN,OIN Finance
CRT,Carrot
SAL,SalmonSwap
DUSD,DefiDollar
KIF,KittenFinance
UCO,Archethic
LIVE,TRONbetLive
TON,TON Token
SHROOM,Niftyx Protocol
EGLD,MultiversX
CORN,CORN
JFI,JackPool.finance
SWRV,Swerve
EURU,Upper Euro
GBPU,Upper Pound
USDU,Upper Dollar
YFA,YFA Finance
BNSD,BNSD Finance
JCC,junca Cash
BEL,Bella Protocol
HEGIC,Hegic
KEX,KIRA
NCDT,Nuco.cloud
FFYI,Fiscus.fyi
YF-DAI,YFDAI.FINANCE
LEAD,Lead Wallet
HBTC,Huobi BTC
JGN,Juggernaut
MM,Millimeter
AMP,Amp
VBIT,Valobit
HGET,Hedget
PERP,Perpetual Protocol
REEF,Reef
FRAX,Frax
FXS,Frax Share
ALBT,AllianceBlock
ACH,Alchemy Pay
BOX,DefiBox
DMD,DMD
YFFII,YFFII Finance
FDR,French Digital Reserve
ZDEX,Zeedex
SASHIMI,Sashimi
SPARTA,Spartan Protocol
REVV,REVV
SAKE,SakeToken
XRPUP,XRPUP
XRPDOWN,XRPDOWN
BNBUP,BNBUP
BNBDOWN,BNBDOWN
ADAUP,ADAUP
ADADOWN,ADADOWN
ETHUP,ETHUP
PICKLE,Pickle Finance
TXL,Autobahn Network
BEC,Betherchip
ESD,Empty Set Dollar
GOF,Golff
LNT,Lottonation
GTH,Gather
ZYRO,Zyro
GHST,Aavegotchi
WING,Wing Finance
DPI,DeFi Pulse Index
MELE,Melecoin
BAKE,BakeryToken
HBC,Hybrid Bank Cash
XOR,Oracolxor
UP,UniFi Protocol
GALA,Gala
UNI,Uniswap
DEGO,Dego Finance
DHT,dHedge DAO
SOCKS,Unisocks
BRG,Bridge Oracle
LINA,Linear Finance
ASK,Permission Coin
NBS,New BitShares
ACPT,Crypto Accept
GHD,Giftedhands
VELO,Velo
USTC,TerraClassicUSD
YAM,YAM V3
DUCATO,Ducato Finance Token
ONES,OneSwap DAO Token
ISDT,ISTARDUST
FLM,Flamingo
BURGER,BurgerCities
KFC,Chicken
BHC,Billion Happiness
KOGE,BNB48 Club Token
CAKE,PancakeSwap
SFG,S.Finance
OUSD,Origin Dollar
PTF,PowerTrade Fuel
WBNB,Wrapped BNB
UCR,Ultra Clear
BID,Bidao
OCTO,OctoFi
TITAN,TitanSwap
POLS,Polkastarter
ECELL,Consensus Cell Network
LUA,LuaSwap
MPH,Morpher
RBC,Rubic
YAXIS,yAxis
DODO,DODO
FIN,DeFiner
INJ,Injective
APY,APY.Finance
DDX,DerivaDAO
GEL,Gelato
OPIUM,Opium
NSURE,Nsure.Network
ALPHA,Alpha Venture DAO
CUSD,Celo Dollar
CORE,cVault.finance
SATT,SaTT
STBU,Stobox Token
AITRA,Aitra
MTLX,Mettalex
APE,APEcoin.dev
XDNA,extraDNA
HLP,HLP Token
SFD,SAFE DEAL
IOV,Starname
UFFYI,Unlimited FiscusFYI
KIRO,Kirobo
AAVE,Aave
XPRT,Persistence
DOUGH,PieDAO DOUGH v2
XVS,Venus
TRU,Truebit
AX,AurusX
777,Jackpot
CUNI,Compound Uni
GXT,Gem Exchange and Trading
BIFI,Beefy Finance
XFL,Florin
NSBT,Neutrino Token
YOUC,yOUcash
DEXE,DeXe
EZ,EasyFi
CFX,Conflux
INDEX,Index Cooperative
CNTR,Centaur
RFX,Reflex
POP,POP Network Token
STBZ,Stabilize
SNOW,SnowSwap
MOVE,Mover
SUP,SUP
DOKI,Doki Doki Finance
DOGES,Dogeswap
DRC,Dracula Token
COFI,CoFiX
AC,ACoconut
MILK2,Spaceswap MILK2
SHAKE,Spaceswap SHAKE
TTX,Talent Token
MOON,r/CryptoCurrency Moons
COR,Coreto
GMNG,Global Gaming
VALUE,Value Liquidity
CQT,Covalent
UFT,UniLend
EYE,Behodler
DRC,Digital Reserve Currency
PLOT,PlotX
RUC,RUSH
HEZ,Hermez Network
PAYT,PayAccept
LQTY,Liquity
ZEFU,Zenfuse
AKT,Akash Network
BNF,BonFi
MBX,MobieCoin
ZEE,ZeroSwap
BOND,BarnBridge
CCOMP,cCOMP
LCG,LCG
AUDIO,Audius
AQT,Alpha Quark Token
PLA,PlayDapp
UTED,United
RAMP,RAMP
SWG,Swirge
AXIA,Axia Protocol
CAMP,Camp
DFGL,DeFi Gold
RGT,Rari Governance Token
POND,Marlin
YIELD,Yield Protocol
WOO,WOO Network
EVER,Everscale
QRX,QuiverX
UNISTAKE,Unistake
BTNYX,BitOnyx
VOICE,Voice Token
ORAI,Oraichain
KP3R,Keep3rV1
ASP,Aspire
CLBR,Colibri Protocol
JNTR,Jointer
WEMIX,WEMIX
HYVE,Hyve
eRSDL,unFederalReserve
DOC,Dollar on Chain
BLURT,Blurt
HARD,Kava Lend
MARS,Mars Network
AUSCM,Auric Network
FWT,Freeway Token
EARN,Yearn Classic Finance
UTU,UTU Protocol
GSWAP,Gameswap
DVI,Dvision Network
MSB,Misbloc
DFD,DefiDollar DAO
SMTY,Smoothy
SMARTCREDIT,SmartCredit Token
NEBO,CSP DAO
ZLP,Zuplo
LTX,Lattice Token
SFI,saffron.finance
ALPA,Alpaca City
BCA,Bitcoiva
UBX,UBIX.Network
LST,Libartysharetoken
G1X,GoldFinX
GASP,gAsp
PICA,PicaArtMoney
CORAL,Coral Swap
RAK,Rake Finance
LOV,The LoveChain
UNW,UniWorld
TH,Team Heretics Fan Token
TRA,Trabzonspor Fan Token
APL,Apollon Limassol
CAI,Club Atletico Independiente
MVEDA,Medicalveda
WTK,WadzPay Token
AZUKI,Azuki
ROSE,Oasis Network
RFOX,RFOX
BPTC,Business Platform Tomato Coin
GYSR,GYSR
UNCX,UniCrypt
EGG,NestEGG Coin
UNCL,UNCL
UNFI,Unifi Protocol DAO
AGOV,AGOV (ANSWER Governance)
AXN,Axion
REAP,ReapChain
ROOK,Rook
IDEA,Ideaology
ORO,ORO
FOL,Folder Protocol
FAR,Farmland Protocol
EXRD,e-Radix
GDAO,Governor DAO
WIS,Experty Wisdom Token
CORX,CorionX
CFi,CyberFi Token
MVC,MileVerse
ANV,ANIVERSE
COMB,Combo
JEM,Itchiro Games
TRU,TrueFi
ICHI,ICHI
UWL,UniWhales
BMP,Brother Music Platform
TOM,TOM Finance
API3,API3
KIT,DexKit
POLA,Polaris Share
MPH,88mph
BSC,BSC FARM
EPAN,Paypolitan Token
EDEN,Eden
KP2R,KP2R.Network
BKKG,BIOKKOIN
HANDY,Handy
BFHT,BeFaster Holder Token
BUP,BuildUp
LYR,Lyra
BDT,BlackDragon
SMBSWAP,Simbcoin Swap
L2,Leverj Gluon
MTS,Metis
BLINK,BLink
OSB,OASISBloc
BUNNY,Pancake Bunny
BIRD,Bird.Money
MUSE,Muse
CRBN,Carbon
SYNC,SYNC Network
BAC,Basis Cash
ATP,Alaya
CLIQ,DefiCliq
BAS,Basis Share
BFC,Bifrost
UCAP,Unicap.finance
ROYA,Royale Finance
VAI,Vai
ZORA,Zoracles
MTTCOIN,Money of Tomorrow Today
BASE,Base Protocol
IDLE,Idle
ACS,ACryptoS
UNB,Unbound
MIR,Mirror Protocol
BADGER,Badger DAO
CTI,ClinTex CTi
DGP,DGPayment
MONA,Monavale
PPAY,Plasma Finance
VAL,SORA Validator Token
MOB,MobileCoin
NIF,Unifty
YFID,YFIDapp
SKLAY,sKLAY
WOZX,Efforce
BABA,Alibaba tokenized stock FTX
MSTR,MicroStrategy tokenized stock FTX
PYPL,PayPal tokenized stock FTX
GETH,Guarded Ether
API,The APIS
NVDA,NVIDIA tokenized stock FTX
SPY,SPDR S&P 500 ETF tokenized stock FTX
TSLA,Tesla tokenized stock Bittrex
FB,Facebook tokenized stock Bittrex
BONDLY,Forj(Bondly)
A5T,Alpha5
XCUR,Curate
RANK,Rank Token
FLR,Flare
vSXP,Venus SXP
vUSDT,Venus USDT
vUSDC,Venus USDC
vBUSD,Venus BUSD
vXVS,Venus XVS
vLTC,Venus LTC
vXRP,Venus XRP
HNY,Honey
vBCH,Venus BCH
vLINK,Venus LINK
vDOT,Venus DOT
DUCK,Unit Protocol Duck
FIDA,Bonfida
PLEX,MinePlex
GSA,GSA Coin
HUB,Hub - Human Trust Protocol
SZCB,Zugacoin
LDN,Ludena Protocol
LDO,Lido DAO
SPDR,SpiderDAO
NFUP,Natural Farm Union Protocol
FNK,FNK wallet
DFIAT,DeFiato
OXY,Oxygen
GZIL,governance ZIL
BIOT,BioPassport Token
GR,Grom
YVS,YVS.Finance
TVK,Virtua
R34P,R34P
MAHA,MahaDAO
ADP,Adappter Token
VISION,APY Vision
CTC,Cybertronchain
TORN,Tornado Cash
UNN,UNION Protocol Governance Token
$ANRX,AnRKey X
DUCK,Duck DAO (DLP Duck Token)
YLD,Yield App
NYANTE,Nyantereum International
COIN,Coinbase tokenized stock FTX
ONX,OnX Finance
RLY,Rally
DXF,Dexfin
DYP,Dypius
LON,Tokenlon Network Token
stETH,Lido Staked ETH
FAST,FastSwap
ankrETH,Ankr Staked ETH
1INCH,1inch Network
ROCKI,ROCKI
DSD,Dynamic Set Dollar
CBK,Cobak Token
BANK,Bankcoin
CBANK,CryptoBank
DMX,Dymmax
SFP,SafePal
WHITE,Whiteheart
AUDT,Australian Dollar Token
DRC,DRC Mobility
RARE,Unique One
FIRE,Fire Protocol
HYPE,Supreme Finance
CGT,Curio Governance
BIFI,BiFi
SKEY,Skey Network
KEK,Cryptokek
WAXE,WAXE
MIS,Mithril Share
NORD,Nord Finance
OVR,OVR
SFUEL,SparkPoint Fuel
ZMT,Zipmex
WASP,WanSwap
FVT,Finance.Vote
GGTK,GGDApp
ONC,One Cash
ONS,One Share
AME,AME Chain
XED,Exeedme
JULD,JulSwap
MAPS,MAPS
WISE,Wise Token
BAO,Bao Finance (old)
LOON,Loon Network
CIR,CircleSwap
COVER,COVER Protocol
KFX,KnoxFS
ACTN,Action Coin
VIDYX,VidyX
HXN,Havens Nook
TRISM,Trism
YOP,Yield Optimization Platform & Protocol
MSWAP,MoneySwap
NFTX,NFTX
MNTIS,Mantis
HPS,Happiness Token
FOX,Shapeshift FOX Token
ZKS,ZKSpace
QUICK,QuickSwap
EDC,Earn Defi Coin
vFIL,Venus Filecoin
vDAI,Venus DAI
PFI,PrimeFinance
XEP,Electra Protocol
DEQ,Dequant
CNFI,Connect Financial
UMX,UniMex Network
AIN,AI Network
UNIDX,UniDex
GLCH,Glitch
HYDRA,Hydra
3CRV,LP 3pool Curve
pBTC35A,pBTC35A
Mars,Mars
PROS,Prosper
HGOLD,HollyGold
CUDOS,CUDOS
COMBO,Furucombo
NDX,Indexed Finance
BAGS,Basis Gold Share
HELMET,Helmet.insure
MDXT,Mandala Exchange Token
OKT,OKT Chain
GERA,Gera Coin
POOLX,Poolz Finance
RUNE,THORChain (ERC20)
ARIA20,Arianee
VRX,VEROX
NGM,e-Money
GOLD,Golden Goose
KOIN,Koinos
NTB,TokenAsset
SUPER,SuperVerse
ROUTE,Router Protocol
ZERO,Zero Exchange
MUST,Cometh
CPU,CPUcoin
KSP,KLAYswap Protocol
PARA,Paralink Network
SDT,Stake DAO
CVR,CoverCompared
RIGEL,Rigel Finance
DIGG,DIGG
ARMOR,ARMOR
DIS,TosDis
XUSD,XUSD Stable
KFI,Keeper Finance
PBR,PolkaBridge
PAID,PAID Network
MDX,Mdex
WSCRT,Secret (ERC20)
XFUND,xFund
NAVI,Natus Vincere Fan Token
YBO,Young Boys Fan Token
GME,GameStop tokenized stock FTX
OOKS,Onooks
ROOM,OptionRoom
BETH,Beacon ETH
BITCI,Bitcicoin
PTM,Potentiam
RENDOGE,renDOGE
BMI,Bridge Mutual
CWS,Seascape Crowns
XNO,Xeno Token
XNODE,XNODE
MASQ,MASQ
SX,SX Network
AKITA,Akita Inu
FIC,Filecash
CLV,CLV
UMB,Umbrella Network
GUM,Gourmet Galaxy
AUTO,Auto
BAMBOO,BambooDeFi
ANI,Anime Token
YFO,YFIONE
BFLY,Butterfly Protocol
APN,Apron Network
GOVI,Govi
RAZOR,Razor Network
MFI,Marginswap
FXF,Finxflo
APYS,APYSwap
DAO,DAO Maker
ARGON,Argon
PNG,Pangolin
MINT,Public Mint
DERI,Deri Protocol
JASMY,JasmyCoin
FILDA,Filda
LHB,Lendhub
G999,G999
HOGE,Hoge Finance
WARP,Warp Finance
XCF,XCF Token
ETHIX,EthicHub
LUXO,LUXO
GFARM2,Gains Farm
SGT,SharedStake
MCT,MCOBIT
EGG,Goose Finance
SHIELD,Shield Protocol
TIGER,Tigerfinance
B20,B20
NUX,Peanut
TAP,Tapx
LAVA,LavaSwap
PREMIA,Premia
VAI,VAIOT
BREW,CafeSwap Token
BRY,Berry Data
OLY,Olyverse
TBCC,TBCC
XSGD,XSGD
VSP,Vesper
MOD,Modefi
ID,Everest
BANANA,ApeSwap
FIT,300FIT NETWORK
NTX,NitroEX
LPNT,Luxurious Pro Network Token
POOL,PoolTogether
XMON,XMON
QI,QiSwap
XEND,Xend Finance
TOZ,TOZEX
WHT,Wrapped Huobi Token
RAI,Rai Reflex Index
RAY,Raydium
HBO,HashBridge Oracle
SLNV2,StarLink
QTF,Quantfury Token
CHEX,Chintai
MASK,Mask Network
CAN,Channels
ACM,AC Milan Fan Token
HFI,HecoFi
erowan,SifChain
KANGAL,Kangal
FCL,Fractal
LPOOL,Launchpool
RAMEN,RamenSwap
ALOHA,Aloha
POLC,Polkacity
PRCY,PRivaCY Coin
BT,BT.Finance
WHL,WhaleRoom
KEYFI,KeyFi
EXEN,Exen Coin
BSP,Ballswap
HAPI,HAPI Protocol
LBY,Libonomy
GRAPE,Grapeswap
POLK,Polkamarkets
CYC,Cyclone Protocol
STAR,FileStar
aENJ,Aave Enjin
aETH,Aave Ethereum
XTK,xToken
AUCTION,Bounce Token
MATTER,AntiMatter Token
WOW,WOWswap
BR34P,BR34P
XGT,Xion Finance
DMC,DMEX (Decentralized Mining Exchange)
VKNF,VKENAF
BANK,Float Protocol (Bank)
ALCX,Alchemix
ALUSD,Alchemix USD
ERN,Ethernity
URUS,Aurox
PKF,Red Kite
TOWER,TOWER
WATCH,yieldwatch
VBNT,Bancor Governance Token
ADCO,Advertise Coin
SALT,SaltSwap Finance
FLASH,Flashstake
NS,Nodestats
xDAI,xDAI
SLICE,Tranche Finance
MIMO,MIMOSA
KIWI,Kiwi Finance
FEI,Fei USD
DOWS,Shadows
KYL,Kylin
MINA,Mina
PAINT,MurAll
CGG,ChainGuardians
OXB,Oxbull.tech
WANSUSHI,wanSUSHI
WANETH,wanETH
WANUSDT,wanUSDT
WWAN,Wrapped WAN
FUEL,Jetfuel Finance
BSCPAD,BSCPAD
START,Starter
PAR,Parallel
DFX,DFX Finance
SOV,Sovryn
VOW,Vow
TOTM,TotemFi
MINDS,Minds
XYM,Symbol
EHASH,EHash
UDO,Unido EP
FUNDX,Funder One Capital
WAR,Warrior Token
ASVA,Asva
CADC,CAD Coin
DEXTF,Domani Protocol
BLANK,BlockWallet
KONO,Konomi Network
DEGEN,DEGEN Index
SI,Siren
ARES,Ares Protocol
PCNT,Playcent
BNC,Bifrost
ALPACA,Alpaca Finance
BDP,Big Data Protocol
ETHA,ETHA Lend
BALPHA,bAlpha
PANDO,Pando
TARA,Taraxa
CONV,Convergence
ODDZ,Oddz
ECO,ECO
